Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
10/29/23,22:50,14.36,2.61,477.42,44.71
10/29/23,23:00,9.49,4.3,451.32,51.25
10/29/23,23:10,0.0,0.0,0.0,0.0
10/29/23,23:20,9.93,1.73,507.01,50.34
10/29/23,23:30,10.63,0.89,505.31,51.24
10/29/23,23:40,10.5,2.2,509.43,49.72
10/29/23,23:50,10.05,0.48,509.62,51.07
10/30/23,00:00,11.95,2.14,467.05,50.53
10/30/23,00:10,10.67,1.04,501.14,50.48
10/30/23,00:20,9.64,0.3,509.91,51.17
10/30/23,00:30,10.93,0.72,507.29,50.81
10/30/23,00:40,10.75,1.94,510.82,50.75
10/30/23,00:50,11.35,5.42,510.6,51.27
10/30/23,01:00,10.33,1.42,507.78,51.21
10/30/23,01:10,9.98,0.63,509.42,51.22
10/30/23,01:20,10.27,0.54,509.3,51.07
10/30/23,01:30,9.82,0.66,509.82,51.23
10/30/23,01:40,11.15,0.66,501.56,50.52
10/30/23,01:50,10.25,0.9,509.22,51.19
10/30/23,02:00,10.96,1.09,507.96,50.92
10/30/23,02:10,11.36,1.36,509.48,51.2
10/30/23,02:20,9.76,1.22,509.18,51.2
10/30/23,02:30,9.98,4.62,510.23,51.3
10/30/23,02:40,9.79,0.22,507.02,50.97
10/30/23,02:50,9.56,0.23,510.74,51.23
10/30/23,03:00,9.65,1.47,509.5,51.2
10/30/23,03:10,10.54,1.21,509.33,51.21
10/30/23,03:20,10.28,4.09,507.33,50.98
10/30/23,03:30,9.47,0.56,509.68,51.22
10/30/23,03:40,10.21,1.31,509.97,51.2
10/30/23,03:50,9.33,0.49,509.94,51.22
10/30/23,04:00,9.74,0.82,509.47,51.0
10/30/23,04:10,10.32,0.7,509.5,51.22
10/30/23,04:20,9.59,0.34,510.57,51.2
10/30/23,04:30,9.71,0.45,510.04,51.23
10/30/23,04:40,9.5,0.22,508.28,51.21
10/30/23,04:50,9.61,0.25,509.9,51.2
10/30/23,05:00,11.39,0.91,442.89,51.18
10/30/23,05:10,12.32,1.08,480.8,51.22
10/30/23,05:20,11.16,0.57,508.06,50.5
10/30/23,05:30,0.0,0.0,0.0,0.0
10/30/23,05:40,9.61,1.87,502.49,50.43
10/30/23,05:50,11.78,0.5,509.52,51.22
10/30/23,06:00,9.93,0.34,507.14,50.99
10/30/23,06:10,9.57,0.06,509.4,51.21
10/30/23,06:20,10.1,2.11,510.19,51.19
10/30/23,06:30,9.68,0.64,509.84,50.95
10/30/23,06:40,10.06,0.65,501.88,51.21
10/30/23,06:50,12.34,2.17,506.64,51.01
10/30/23,07:00,11.37,0.92,397.15,51.04
10/30/23,07:10,10.36,1.36,502.27,50.59
10/30/23,07:20,15.41,9.55,510.23,51.21
10/30/23,07:30,9.65,0.24,510.37,51.19
10/30/23,07:40,9.61,0.62,509.88,51.19
10/30/23,07:50,9.69,0.44,509.18,51.23
10/30/23,08:00,10.72,1.54,510.2,51.31
10/30/23,08:10,10.35,6.71,509.64,51.28
10/30/23,08:20,9.71,0.27,509.68,51.28
10/30/23,08:30,9.54,0.1,510.2,50.94
10/30/23,08:40,10.61,0.87,509.81,51.15
10/30/23,08:50,9.51,0.23,509.98,50.94
10/30/23,09:00,10.27,0.63,509.94,51.2
10/30/23,09:10,10.68,5.75,510.09,48.11
10/30/23,09:20,10.9,1.05,506.89,50.89
10/30/23,09:30,11.26,8.44,508.26,50.89
10/30/23,09:40,11.2,2.9,509.95,51.01
10/30/23,09:50,9.71,3.24,509.74,51.23
10/30/23,10:00,10.34,0.55,509.29,51.08
10/30/23,10:10,0.0,0.0,0.0,0.0
10/30/23,10:20,10.3,0.41,509.8,47.33
10/30/23,10:30,10.06,0.77,509.65,49.21
10/30/23,10:40,9.66,1.05,510.07,51.15
10/30/23,10:50,9.82,0.68,510.6,51.2
10/30/23,11:00,11.16,4.32,510.34,29.31
10/30/23,11:10,9.79,0.2,509.64,51.29
10/30/23,11:20,10.82,2.58,509.93,51.22
10/30/23,11:30,10.22,1.19,510.7,51.19
10/30/23,11:40,9.54,0.35,510.61,50.88
10/30/23,11:50,13.08,1.6,503.11,50.55
10/30/23,12:00,10.87,1.25,509.54,51.17
10/30/23,12:10,9.58,1.07,509.69,51.2
10/30/23,12:20,9.8,0.62,510.47,51.27
10/30/23,12:30,9.84,0.49,509.16,51.23
10/30/23,12:40,9.75,0.65,508.55,51.08
10/30/23,12:50,10.48,2.43,509.92,51.23
10/30/23,13:00,9.83,0.53,509.61,51.12
10/30/23,13:10,9.59,0.18,509.05,50.3
10/30/23,13:20,9.58,0.33,510.03,51.22
10/30/23,13:30,9.32,0.53,510.28,51.18
10/30/23,13:40,9.24,0.44,509.29,51.27
10/30/23,13:50,10.14,0.81,501.97,50.55
10/30/23,14:00,9.88,2.19,510.31,51.21
10/30/23,14:10,10.74,2.46,510.11,51.24
10/30/23,14:20,9.81,5.58,509.82,51.23
10/30/23,14:30,9.99,0.87,510.48,51.25
10/30/23,14:40,9.7,3.32,510.02,51.25
10/30/23,14:50,9.53,0.12,508.93,51.15
10/30/23,15:00,10.64,1.07,507.26,50.89
10/30/23,15:10,11.42,3.69,509.62,50.79
10/30/23,15:20,10.68,1.98,509.31,51.16
10/30/23,15:30,10.17,0.31,509.66,51.24
10/30/23,15:40,11.21,2.69,509.71,51.18
10/30/23,15:50,11.9,2.21,510.76,51.16
10/30/23,16:00,16.22,4.09,509.24,50.87
10/30/23,16:10,9.8,0.73,510.18,51.18
10/30/23,16:20,9.98,0.67,509.54,50.41
10/30/23,16:30,13.78,5.44,509.41,30.77
10/30/23,16:40,16.09,7.47,509.54,51.06
10/30/23,16:50,11.52,4.18,508.74,50.12
10/30/23,17:00,11.83,0.96,510.1,51.12
10/30/23,17:10,9.59,0.64,509.08,30.4
10/30/23,17:20,10.19,2.1,509.7,50.96
10/30/23,17:30,0.0,0.0,0.0,0.0
10/30/23,17:40,11.24,3.49,505.84,39.56
10/30/23,17:50,10.02,2.1,509.53,50.02
10/30/23,18:00,12.51,1.88,503.03,32.19
10/30/23,18:10,15.22,3.62,505.88,51.07
10/30/23,18:20,10.82,4.04,490.01,50.45
10/30/23,18:30,10.17,1.25,508.5,50.13
10/30/23,18:40,9.89,0.63,509.42,49.12
10/30/23,18:50,9.44,2.29,509.83,50.95
10/30/23,19:00,12.96,5.99,509.73,48.19
10/30/23,19:10,10.07,0.52,501.01,51.16
10/30/23,19:20,11.09,4.15,509.71,51.21
10/30/23,19:30,10.67,1.09,508.03,51.15
10/30/23,19:40,16.42,3.26,476.52,50.62
10/30/23,19:50,12.06,3.29,509.28,51.17
10/30/23,20:00,9.91,0.96,507.76,51.17
10/30/23,20:10,23.64,7.76,509.67,51.13
10/30/23,20:20,12.85,8.12,494.43,50.96
10/30/23,20:30,10.31,3.41,507.57,51.0
10/30/23,20:40,11.1,1.95,505.51,50.37
10/30/23,20:50,0.0,0.0,0.0,0.0
10/30/23,21:00,0.0,0.0,0.0,0.0
10/30/23,21:10,10.05,2.4,503.49,51.18
10/30/23,21:20,16.59,5.12,503.14,46.3
10/30/23,21:30,9.88,0.9,457.11,51.16
10/30/23,21:40,10.39,2.27,435.35,51.04
10/30/23,21:50,10.18,0.99,473.48,50.86
10/30/23,22:00,9.76,1.25,475.51,51.0
10/30/23,22:10,12.71,9.91,485.04,51.25
10/30/23,22:20,10.23,0.6,506.6,50.96
10/30/23,22:30,9.75,0.85,507.61,51.14
10/30/23,22:40,10.68,1.25,507.46,51.2
10/30/23,22:50,11.79,4.05,502.46,43.43
10/30/23,23:00,13.35,6.63,510.3,51.24
10/30/23,23:10,10.27,4.28,509.18,51.27
10/30/23,23:20,9.72,1.95,509.72,51.21
10/30/23,23:30,9.63,1.07,509.73,51.19
10/30/23,23:40,9.83,0.39,509.95,51.04
10/30/23,23:50,10.23,0.71,508.16,50.97
10/31/23,00:00,12.23,3.45,509.55,51.15
10/31/23,00:10,9.79,0.76,509.56,51.19
10/31/23,00:20,10.37,0.76,503.77,50.61
10/31/23,00:30,9.57,0.34,509.87,51.2
10/31/23,00:40,9.65,0.59,510.48,51.24
10/31/23,00:50,9.65,0.18,510.55,51.23
10/31/23,01:00,10.24,2.32,508.78,51.27
10/31/23,01:10,9.31,0.57,509.76,51.25
10/31/23,01:20,9.44,0.9,510.35,51.25
10/31/23,01:40,10.31,0.33,503.3,50.69
10/31/23,01:50,9.44,0.76,510.54,51.02
10/31/23,02:00,9.95,0.82,509.98,51.12
10/31/23,02:10,9.91,0.51,509.82,51.23
10/31/23,02:20,9.66,0.69,510.65,51.2
10/31/23,02:30,10.12,0.84,510.59,51.25
10/31/23,02:40,9.56,0.24,509.58,51.26
10/31/23,02:50,9.65,0.33,509.62,48.95
10/31/23,03:00,10.09,1.29,428.18,51.19
10/31/23,03:10,10.15,0.55,507.35,51.01
10/31/23,03:20,9.56,0.19,510.35,51.23
10/31/23,03:30,9.67,0.46,510.04,51.22
10/31/23,03:40,0.0,0.0,0.0,0.0
10/31/23,03:50,9.55,0.96,509.9,51.15
10/31/23,04:00,9.71,0.59,509.29,51.28
10/31/23,04:10,12.02,1.15,510.17,51.11
10/31/23,04:20,9.61,0.22,510.14,51.22
10/31/23,04:30,9.43,0.37,510.1,50.98
10/31/23,04:40,9.53,0.31,510.74,50.61
10/31/23,04:50,9.62,0.41,507.67,50.87
10/31/23,05:00,10.54,1.44,508.27,50.78
10/31/23,05:10,9.68,0.19,506.78,51.03
10/31/23,05:20,10.2,0.49,508.73,51.14
10/31/23,05:30,12.49,3.75,503.19,50.58
10/31/23,05:40,10.58,0.36,502.1,50.48
10/31/23,05:50,10.91,0.43,510.12,51.29
10/31/23,06:00,11.37,1.92,53.59,50.03
10/31/23,06:10,9.54,0.51,510.35,51.23
10/31/23,06:20,13.52,9.91,510.08,51.06
10/31/23,06:30,10.03,4.21,509.54,51.19
10/31/23,06:40,10.44,0.81,508.29,50.93
10/31/23,06:50,9.93,3.47,509.78,51.2
10/31/23,07:00,9.73,0.37,507.12,50.96
10/31/23,07:10,9.84,0.6,509.98,51.21
10/31/23,07:20,9.76,0.62,510.39,50.08
10/31/23,07:30,9.59,0.26,510.03,51.25
10/31/23,07:40,9.48,0.22,509.96,51.2
10/31/23,07:50,10.21,0.75,510.3,51.26
10/31/23,08:00,0.0,0.0,0.0,0.0
10/31/23,08:10,9.81,1.37,509.98,51.26
10/31/23,08:20,9.77,4.28,510.53,51.23
10/31/23,08:30,0.0,0.0,0.0,0.0
10/31/23,08:40,9.82,0.57,510.78,51.39
10/31/23,08:50,10.32,4.65,510.45,51.24
10/31/23,09:00,9.87,1.92,510.36,51.13
10/31/23,09:10,9.76,0.91,509.79,51.23
10/31/23,09:20,9.88,2.09,510.63,51.22
10/31/23,09:30,10.27,0.91,509.72,51.21
10/31/23,09:40,10.49,2.32,509.79,51.21
10/31/23,09:50,9.77,1.04,509.45,51.22
10/31/23,10:00,9.62,3.6,509.39,51.29
10/31/23,10:10,10.71,1.74,509.97,51.18
10/31/23,10:20,8.92,2.36,510.26,50.39
10/31/23,10:30,9.34,0.82,510.07,49.89
10/31/23,10:40,9.31,1.09,509.62,51.2
10/31/23,10:50,10.34,3.75,508.87,49.09
10/31/23,11:00,0.0,0.0,0.0,0.0
10/31/23,11:10,9.75,2.59,510.62,44.2
10/31/23,11:20,9.52,1.18,508.98,46.57
10/31/23,11:30,10.37,3.39,509.08,39.73
10/31/23,11:40,12.06,3.21,509.63,32.94
10/31/23,11:50,10.99,3.96,509.61,34.86
10/31/23,12:00,9.4,1.55,509.6,38.17
10/31/23,12:10,11.27,4.09,510.05,35.71
10/31/23,12:20,11.55,1.66,509.6,34.72
10/31/23,12:30,10.97,0.91,506.67,35.8
10/31/23,12:40,10.68,3.68,510.5,34.81
10/31/23,12:50,12.14,2.79,508.01,34.5
10/31/23,13:00,14.03,3.13,501.77,39.26
10/31/23,13:10,9.82,0.65,509.93,40.14
10/31/23,13:20,0.0,0.0,0.0,0.0
10/31/23,13:30,10.98,4.04,510.4,44.2
10/31/23,13:40,10.23,1.67,510.54,48.74
10/31/23,13:50,10.47,4.22,510.25,47.8
10/31/23,14:00,10.87,4.77,509.84,47.98
10/31/23,14:10,11.16,3.73,510.56,47.23
10/31/23,14:20,9.43,4.37,509.9,51.19
10/31/23,14:30,9.59,5.0,509.86,51.23
10/31/23,14:40,10.62,1.85,509.7,51.03
10/31/23,14:50,15.35,12.0,510.56,51.17
10/31/23,15:00,9.97,1.14,509.61,51.21
10/31/23,15:10,12.45,3.78,510.01,51.15
10/31/23,15:20,11.77,6.41,508.88,51.11
10/31/23,15:30,10.51,1.26,508.11,50.26
10/31/23,15:40,9.92,2.18,510.56,51.18
10/31/23,15:50,10.75,4.5,509.95,46.94
10/31/23,16:00,10.11,1.37,507.64,51.01
10/31/23,16:10,9.96,0.92,510.48,50.94
10/31/23,16:20,10.81,5.22,508.35,51.08
10/31/23,16:30,11.99,1.4,476.83,50.12
10/31/23,16:40,10.78,0.82,459.87,50.33
10/31/23,16:50,0.0,0.0,0.0,0.0
10/31/23,17:00,10.17,0.58,509.39,45.74
10/31/23,17:10,10.78,2.25,504.83,46.57
10/31/23,17:20,0.0,0.0,0.0,0.0
10/31/23,17:30,10.01,4.66,491.42,50.98
10/31/23,17:40,0.0,0.0,0.0,0.0
10/31/23,17:50,0.0,0.0,0.0,0.0
10/31/23,18:00,10.01,0.79,509.65,51.06
10/31/23,18:10,9.97,2.75,509.14,51.05
10/31/23,18:20,14.98,6.93,501.52,50.11
10/31/23,18:30,14.29,2.21,508.13,50.7
10/31/23,18:40,11.93,2.44,492.69,51.23
10/31/23,18:50,20.84,7.08,502.09,50.27
10/31/23,19:00,11.22,3.05,507.73,50.87
10/31/23,19:10,9.5,0.85,508.66,50.85
10/31/23,19:20,12.54,3.38,496.94,51.14
10/31/23,19:30,11.01,1.35,500.47,50.99
10/31/23,19:40,13.53,4.39,501.19,50.83
10/31/23,19:50,9.75,2.28,502.96,51.13
10/31/23,20:00,10.63,2.58,509.53,50.94
10/31/23,20:10,9.66,2.08,505.64,51.01
10/31/23,20:20,12.28,3.27,483.47,48.99
10/31/23,20:30,9.77,0.74,446.28,51.08
10/31/23,20:40,13.55,10.87,468.51,51.21
10/31/23,20:50,9.69,4.5,501.6,41.57
10/31/23,21:00,9.39,0.51,501.24,38.94
10/31/23,21:10,9.4,1.2,499.41,51.05
10/31/23,21:20,11.77,3.37,504.96,51.28
10/31/23,21:30,10.12,8.29,498.47,51.13
10/31/23,21:40,10.37,7.37,501.76,51.25
10/31/23,21:50,9.85,0.81,497.94,51.22
10/31/23,22:00,12.71,2.28,456.43,51.13
10/31/23,22:10,12.77,5.44,491.92,51.17
10/31/23,22:20,0.0,0.0,0.0,0.0
10/31/23,22:30,12.0,2.74,460.33,51.11
10/31/23,22:40,11.23,3.88,506.38,50.59
10/31/23,22:50,9.47,1.07,509.51,50.49
10/31/23,23:00,15.43,5.06,508.44,32.49
10/31/23,23:10,10.28,1.79,508.89,36.96
10/31/23,23:20,9.73,1.2,509.6,44.4
10/31/23,23:30,10.49,0.55,509.76,51.23
10/31/23,23:40,10.01,2.04,509.25,51.19
10/31/23,23:50,9.08,0.86,509.69,51.17
11/01/23,00:00,9.98,1.05,508.84,51.28
11/01/23,00:10,9.58,2.21,510.13,51.2
11/01/23,00:20,10.28,0.59,509.74,51.2
11/01/23,00:30,10.36,2.9,510.29,51.23
11/01/23,00:40,9.95,1.37,509.83,51.23
11/01/23,00:50,10.51,1.38,510.67,51.25
11/01/23,01:00,11.92,1.75,507.24,50.91
11/01/23,01:10,10.61,2.46,509.91,50.98
11/01/23,01:20,9.3,1.37,510.67,51.25
11/01/23,01:30,10.08,0.95,510.49,51.22
11/01/23,01:40,9.49,0.66,509.88,51.15
11/01/23,01:50,9.46,1.06,510.79,51.23
11/01/23,02:00,15.52,2.25,510.05,51.16
11/01/23,02:10,10.07,0.82,509.53,51.17
11/01/23,02:20,9.21,0.67,510.3,51.19
11/01/23,02:30,11.0,4.69,510.2,51.11
11/01/23,02:40,8.8,0.52,510.05,51.22
11/01/23,02:50,9.28,0.45,509.81,51.19
11/01/23,03:00,0.0,0.0,0.0,0.0
11/01/23,03:10,9.3,0.51,510.47,51.11
11/01/23,03:20,9.57,1.72,510.28,51.16
11/01/23,03:30,9.82,2.88,510.37,51.22
11/01/23,03:40,0.0,0.0,0.0,0.0
11/01/23,03:50,9.58,0.48,510.5,51.23
11/01/23,04:00,11.99,2.64,476.58,51.32
11/01/23,04:10,9.78,1.35,509.11,51.2
11/01/23,04:20,10.19,3.81,509.54,51.2
11/01/23,04:30,9.26,0.31,510.74,50.9
11/01/23,04:40,9.64,0.45,510.49,51.25
11/01/23,04:50,9.45,0.62,510.34,51.21
11/01/23,05:00,10.4,2.69,508.23,50.81
11/01/23,05:10,10.71,0.78,502.99,51.07
11/01/23,05:20,9.04,0.61,509.88,51.21
11/01/23,05:30,13.56,8.74,501.47,51.19
11/01/23,05:40,9.54,0.43,508.27,51.26
11/01/23,05:50,9.82,1.05,509.54,51.24
11/01/23,06:00,11.17,2.36,277.61,50.31
11/01/23,06:10,9.75,1.59,510.78,51.16
11/01/23,06:20,9.76,1.59,510.57,51.2
11/01/23,06:30,9.65,0.3,508.89,50.97
11/01/23,06:40,9.09,1.15,510.56,51.28
11/01/23,06:50,10.41,4.16,509.21,50.96
11/01/23,07:00,13.25,3.73,493.57,51.26
11/01/23,07:10,11.4,2.12,507.8,50.07
11/01/23,07:20,9.89,0.37,509.69,41.91
11/01/23,07:30,9.98,2.36,510.88,47.79
11/01/23,07:40,10.88,2.65,510.66,49.84
11/01/23,07:50,11.07,5.1,509.63,42.81
11/01/23,08:00,11.28,1.17,509.23,50.31
11/01/23,08:10,9.61,0.57,510.32,51.23
11/01/23,08:20,9.54,1.08,510.18,51.17
11/01/23,08:30,9.27,0.86,510.39,51.25
11/01/23,08:40,9.43,0.81,509.96,51.2
11/01/23,08:50,9.61,0.52,510.41,51.25
11/01/23,09:00,9.23,2.02,508.96,51.19
11/01/23,09:10,9.27,0.71,509.75,49.11
11/01/23,09:20,9.62,0.94,510.24,51.2
11/01/23,09:30,9.54,3.57,510.67,51.23
11/01/23,09:40,9.75,0.18,508.38,50.86
11/01/23,09:50,0.0,0.0,0.0,0.0
11/01/23,10:00,9.86,0.65,510.17,51.25
11/01/23,10:10,9.69,1.15,509.45,50.97
11/01/23,10:20,9.34,0.38,510.36,51.27
11/01/23,10:30,11.97,4.14,510.17,51.21
11/01/23,10:40,0.0,0.0,0.0,0.0
11/01/23,10:50,10.95,5.33,509.8,38.96
11/01/23,11:00,10.11,0.66,509.92,51.18
11/01/23,11:10,9.83,4.31,510.27,51.24
11/01/23,11:20,9.96,2.42,510.06,51.19
11/01/23,11:30,9.21,0.63,510.75,51.05
11/01/23,11:40,9.57,4.57,510.04,51.22
11/01/23,11:50,10.03,3.72,510.71,51.2
11/01/23,12:00,9.69,0.34,506.58,51.03
11/01/23,12:10,9.82,0.44,510.87,51.14
11/01/23,12:20,9.67,1.1,510.57,51.25
11/01/23,12:30,9.67,0.58,509.77,50.95
11/01/23,12:40,10.62,0.18,502.86,50.53
11/01/23,12:50,11.81,6.53,508.83,51.11
11/01/23,13:00,9.22,0.57,506.74,51.2
11/01/23,13:10,9.23,0.81,502.24,51.15
11/01/23,13:20,10.02,4.93,510.24,51.18
11/01/23,13:30,10.74,1.26,509.55,48.86
11/01/23,13:40,10.06,6.36,509.77,51.24
11/01/23,13:50,10.3,1.24,508.67,50.81
11/01/23,14:00,11.11,3.25,503.3,50.54
11/01/23,14:10,11.45,5.24,506.6,51.13
11/01/23,14:20,10.21,1.47,509.37,50.78
11/01/23,14:30,15.85,5.89,507.36,41.23
11/01/23,14:40,9.29,0.37,506.88,51.0
11/01/23,14:50,9.71,0.73,507.85,51.13
11/01/23,15:00,9.28,0.47,508.57,51.23
11/01/23,15:10,9.83,0.23,509.22,51.14
11/01/23,15:20,9.39,3.99,510.33,51.19
11/01/23,15:30,9.96,4.37,508.8,51.22
11/01/23,15:40,9.97,1.95,510.47,51.14
11/01/23,15:50,9.72,0.56,510.42,51.03
11/01/23,16:00,10.09,0.72,506.03,51.04
11/01/23,16:10,10.96,3.69,505.6,25.85
11/01/23,16:20,12.17,4.36,503.14,51.07
11/01/23,16:30,9.42,1.02,509.4,50.95
11/01/23,16:40,9.7,1.71,509.5,51.11
11/01/23,16:50,9.47,3.89,510.09,51.17
11/01/23,17:00,10.02,3.81,509.77,50.98
11/01/23,17:10,9.33,2.8,507.59,51.23
11/01/23,17:20,0.0,0.0,0.0,0.0
11/01/23,17:30,9.82,5.13,508.47,51.22
11/01/23,17:40,13.3,5.83,508.53,49.81
11/01/23,17:50,9.71,1.29,508.76,51.22
11/01/23,18:00,10.43,3.37,508.45,51.13
11/01/23,18:10,9.69,0.86,505.41,51.16
11/01/23,18:20,10.73,0.83,507.25,51.06
11/01/23,18:30,11.05,3.88,454.9,50.89
11/01/23,18:40,9.4,2.13,477.57,51.0
11/01/23,18:50,10.37,0.33,506.69,50.94
11/01/23,19:00,9.04,0.53,501.21,51.07
11/01/23,19:10,10.11,3.46,506.62,51.16
11/01/23,19:20,10.28,1.19,498.94,51.14
11/01/23,19:30,12.28,4.6,498.16,49.43
11/01/23,19:40,10.5,0.7,470.21,50.6
11/01/23,19:50,9.67,0.55,496.79,50.55
11/01/23,20:00,12.17,4.45,476.11,50.89
11/01/23,20:10,13.64,4.76,467.59,47.63
11/01/23,20:20,10.13,2.11,490.64,49.71
11/01/23,20:30,11.82,3.77,476.47,51.29
11/01/23,20:40,13.07,4.58,502.56,30.73
11/01/23,20:50,13.24,1.61,474.85,28.16
11/01/23,21:00,11.46,2.54,473.8,50.66
11/01/23,21:10,11.67,3.59,501.35,50.66
11/01/23,21:20,9.55,0.37,481.44,51.06
11/01/23,21:30,15.59,5.7,470.86,51.16
11/01/23,21:40,10.55,0.63,502.88,49.78
11/01/23,21:50,9.86,1.27,499.62,50.43
11/01/23,22:00,11.55,2.0,500.32,49.83
11/01/23,22:10,12.97,1.98,449.58,50.24
11/01/23,22:20,10.37,5.48,506.42,50.73
11/01/23,22:30,15.09,5.29,509.3,51.16
11/01/23,22:40,10.73,2.02,508.87,47.04
11/01/23,22:50,10.48,1.62,510.04,51.06
11/01/23,23:00,11.32,1.55,509.53,46.5
11/01/23,23:10,13.03,6.54,509.44,51.0
11/01/23,23:20,13.58,5.98,508.53,51.11
11/01/23,23:30,10.3,0.47,508.64,50.77
11/01/23,23:40,9.78,0.57,509.22,51.2
11/01/23,23:50,9.2,0.35,505.53,51.13
11/02/23,00:00,10.76,1.21,467.33,50.31
11/02/23,00:10,10.06,1.54,509.73,50.92
11/02/23,00:20,10.78,3.92,502.27,50.35
11/02/23,00:30,9.67,1.31,510.1,51.21
11/02/23,00:40,9.31,0.74,509.78,51.23
11/02/23,00:50,9.74,0.32,509.69,50.99
11/02/23,01:00,9.81,1.74,509.58,51.21
11/02/23,01:10,9.72,3.87,510.2,51.24
11/02/23,01:20,11.18,1.39,510.46,51.12
11/02/23,01:30,12.18,0.97,502.91,50.51
11/02/23,01:40,11.46,1.51,502.45,49.06
11/02/23,01:50,9.84,0.46,508.38,50.94
11/02/23,02:00,9.47,0.4,509.65,51.22
11/02/23,02:10,9.39,0.53,510.58,51.23
11/02/23,02:20,9.57,0.14,510.5,51.1
11/02/23,02:30,8.92,0.5,510.34,51.2
11/02/23,02:40,9.89,0.43,510.5,51.26
11/02/23,02:50,9.65,0.14,510.34,51.19
11/02/23,03:00,10.67,0.9,509.66,51.15
11/02/23,03:10,9.82,1.13,510.18,51.21
11/02/23,03:20,9.75,2.43,509.18,51.24
11/02/23,03:30,9.82,0.28,509.9,51.25
11/02/23,03:40,9.81,0.32,509.81,51.21
11/02/23,03:50,9.73,1.76,509.92,51.17
11/02/23,04:00,0.0,0.0,0.0,0.0
11/02/23,04:10,0.0,0.0,0.0,0.0
11/02/23,04:20,9.55,0.55,510.56,51.14
11/02/23,04:30,9.47,0.35,510.41,51.24
11/02/23,04:40,9.56,2.46,509.98,50.76
11/02/23,04:50,9.33,0.41,510.62,51.21
11/02/23,05:00,12.63,2.86,502.76,50.85
11/02/23,05:10,0.0,0.0,0.0,0.0
11/02/23,05:20,9.3,0.36,510.25,51.25
11/02/23,05:30,14.17,1.72,509.85,51.32
11/02/23,05:40,9.57,0.35,508.88,51.15
11/02/23,05:50,9.82,0.53,502.77,50.55
11/02/23,06:00,10.2,0.32,506.52,51.02
11/02/23,06:10,9.4,0.41,509.56,51.16
11/02/23,06:20,9.77,0.45,509.73,51.26
11/02/23,06:30,0.0,0.0,0.0,0.0
11/02/23,06:40,9.75,0.49,509.74,51.26
11/02/23,06:50,9.64,4.34,510.76,51.21
11/02/23,07:00,51.42,6.46,503.08,50.55
11/02/23,07:10,9.14,0.17,510.56,51.19
11/02/23,07:20,9.62,0.74,510.88,49.7
11/02/23,07:30,9.8,0.55,509.72,51.12
11/02/23,07:40,9.76,0.68,509.91,50.37
11/02/23,07:50,9.31,0.56,508.7,44.48
11/02/23,08:00,10.79,3.72,509.12,51.22
11/02/23,08:10,9.64,0.33,509.99,50.47
11/02/23,08:20,9.74,3.47,509.69,51.17
11/02/23,08:30,10.33,0.9,509.77,50.96
11/02/23,08:40,11.26,0.83,510.04,51.15
11/02/23,08:50,9.42,0.57,509.91,51.23
11/02/23,09:00,9.84,0.26,509.67,51.21
11/02/23,09:10,10.33,5.07,510.19,51.17
11/02/23,09:20,9.71,0.73,509.73,50.98
11/02/23,09:30,9.96,2.34,510.59,51.19
11/02/23,09:40,11.46,2.85,509.6,51.23
11/02/23,09:50,9.1,0.5,510.91,51.15
11/02/23,10:00,11.09,0.42,509.53,51.19
11/02/23,10:10,14.44,5.21,502.85,50.43
11/02/23,10:20,9.38,0.62,509.72,51.08
11/02/23,10:30,10.56,5.76,509.79,51.22
11/02/23,10:40,9.18,0.62,510.07,51.15
11/02/23,10:50,10.06,0.75,508.6,51.17
11/02/23,11:00,11.87,4.05,508.04,50.7
11/02/23,11:10,11.37,4.73,509.76,51.23
11/02/23,11:20,10.64,0.8,510.33,48.7
11/02/23,11:30,9.33,1.05,509.45,51.29
11/02/23,11:40,10.57,0.56,506.69,50.83
11/02/23,11:50,9.86,4.47,509.77,51.09
11/02/23,12:00,11.15,1.64,510.57,50.04
11/02/23,12:10,9.47,5.7,510.27,51.15
11/02/23,12:20,9.8,0.3,508.71,51.32
11/02/23,12:30,11.42,5.66,509.31,51.24
11/02/23,12:40,9.58,1.77,508.71,50.28
11/02/23,12:50,11.19,0.24,505.86,50.56
11/02/23,13:00,10.01,0.8,510.55,51.25
11/02/23,13:10,10.56,4.2,503.17,50.53
11/02/23,13:20,9.59,1.13,509.53,51.23
11/02/23,13:30,10.25,2.65,510.26,51.03
11/02/23,13:40,10.11,8.41,509.81,50.92
11/02/23,13:50,10.19,1.77,510.53,51.21
11/02/23,14:00,12.07,1.73,509.07,46.87
11/02/23,14:10,10.14,0.49,508.18,37.57
11/02/23,14:20,10.1,4.19,508.94,51.06
11/02/23,14:30,9.5,3.68,492.26,51.05
11/02/23,14:40,9.6,0.7,510.0,47.73
11/02/23,14:50,0.0,0.0,0.0,0.0
11/02/23,15:00,12.13,6.85,508.76,51.22
11/02/23,15:10,0.0,0.0,0.0,0.0
11/02/23,15:20,9.85,1.78,510.55,51.24
11/02/23,15:30,11.06,2.05,509.45,51.2
11/02/23,15:40,0.0,0.0,0.0,0.0
11/02/23,15:50,9.77,0.91,510.02,51.2
11/02/23,16:00,9.57,1.08,510.25,51.13
11/02/23,16:10,9.86,4.75,509.79,51.14
